timestamp,trial,response_time,cursor_position,target_response,response
2024-02-17 15:32:21.272829,5,0.317020499962382,6,space,space
2024-02-17 15:32:21.470519,5,0.18121330003486946,7,z,z
2024-02-17 15:32:21.633261,5,0.14409570000134408,8,i,i
2024-02-17 15:32:21.733779,5,0.0779632999910973,9,m,m
2024-02-17 15:32:21.995863,5,0.24076830002013594,10,b,b
2024-02-17 15:32:22.173924,5,0.150763499957975,11,a,a
2024-02-17 15:32:22.296356,5,0.10706650000065565,12,b,b
2024-02-17 15:32:22.467693,5,0.1450753000099212,13,w,z
2024-02-17 15:32:22.774995,5,0.28540950000751764,13,w,w
2024-02-17 15:32:22.971359,5,0.18154219997813925,14,e,e
2024-02-17 15:32:23.109432,5,0.11973949999082834,15,space,r
2024-02-17 15:32:23.164006,5,0.02471919998060912,15,space,space
2024-02-17 15:32:23.270225,5,0.07830360002117231,16,a,a
2024-02-17 15:32:23.353626,5,0.06411619996652007,17,n,n
2024-02-17 15:32:23.434950,5,0.04353649995755404,18,d,d
2024-02-17 15:32:23.542975,5,0.08399909996660426,19,o,o
2024-02-17 15:32:23.659379,5,0.08043010003166273,20,r,r
2024-02-17 15:32:23.801866,5,0.12943329999689013,21,r,r
2024-02-17 15:32:23.940692,5,0.11766089999582618,22,a,a
2024-02-17 15:32:24.085033,5,0.12809769995510578,23,space,space
2024-02-17 15:32:24.501098,5,0.3946970999822952,24,j,j
2024-02-17 15:32:24.585012,5,0.061810199986211956,25,a,a
2024-02-17 15:32:24.732583,5,0.10961769998539239,26,m,m
2024-02-17 15:32:24.912946,5,0.15635850001126528,27,a,a
2024-02-17 15:32:25.002094,5,0.0616244999691844,28,i,i
2024-02-17 15:32:25.087186,5,0.06169120001140982,29,c,n
2024-02-17 15:32:25.267398,5,0.14026210003066808,29,c,c
2024-02-17 15:32:25.430527,5,0.1409468000056222,30,a,a
2024-02-17 15:32:25.544842,5,0.0881725000217557,31,space,space
2024-02-17 15:32:25.877125,5,0.3027796000242233,32,i,i
2024-02-17 15:32:26.104741,5,0.21434920001775026,33,r,r
2024-02-17 15:32:26.282414,5,0.15927590004866943,34,a,a
2024-02-17 15:32:26.410608,5,0.10316499997861683,35,q,w
2024-02-17 15:32:26.650409,5,0.22739210003055632,35,q,space
2024-02-17 15:32:27.386085,5,0.7132287000422366,35,q,q
2024-02-17 15:32:27.569106,5,0.16267549997428432,36,space,space
2024-02-17 15:32:27.958782,5,0.3680987999541685,37,v,v
2024-02-17 15:32:28.075137,5,0.10162739997031167,38,e,e
2024-02-17 15:32:28.135279,5,0.04480119998333976,39,n,n
2024-02-17 15:32:28.247046,5,0.0693637999938801,40,e,e
2024-02-17 15:32:28.509182,5,0.2343131999950856,41,z,z
2024-02-17 15:32:28.716378,5,0.19275379995815456,42,u,u
2024-02-17 15:32:28.827415,5,0.08745310001540929,43,e,a
2024-02-17 15:32:28.945189,5,0.1051558000035584,43,e,l
2024-02-17 15:32:29.050376,5,0.07565830001840368,43,e,e
2024-02-17 15:32:29.192182,5,0.11763320001773536,44,l,l
2024-02-17 15:32:29.273717,5,0.0666456000180915,45,a,e
2024-02-17 15:32:29.427261,5,0.11770940001588315,45,a,l
2024-02-17 15:32:29.573380,5,0.11649869999382645,45,a,space
2024-02-17 15:32:30.176959,5,0.5872247000224888,45,a,a
2024-02-17 15:32:30.294952,5,0.1038387999869883,46,space,space
2024-02-17 15:32:30.472815,5,0.14920470002107322,47,c,c
2024-02-17 15:32:30.511674,5,0.021168200008105487,48,o,o
2024-02-17 15:32:30.585706,5,0.040418800024781376,49,n,n
2024-02-17 15:32:30.748791,5,0.12136049999389797,50,g,g
2024-02-17 15:32:30.907052,5,0.1324834999977611,51,o,o
2024-02-17 15:32:31.128072,5,0.20401180000044405,52,space,space
2024-02-17 15:32:31.291770,5,0.13365849998081103,53,a,a
2024-02-17 15:32:31.602453,5,0.2944543999619782,54,r,m
2024-02-17 15:32:31.716426,5,0.09180010005366057,54,r,r
2024-02-17 15:32:31.858095,5,0.11709310003789142,55,m,m
2024-02-17 15:32:32.031697,5,0.15788499999325722,56,e,e
2024-02-17 15:32:32.335901,5,0.2786257000407204,57,n,n
2024-02-17 15:32:32.449616,5,0.0918394000036642,58,i,i
2024-02-17 15:32:32.560702,5,0.08666940004331991,59,a,a
2024-02-17 15:32:32.667067,5,0.07524820003891364,60,space,space
2024-02-17 15:32:33.199576,5,0.5084966000285931,61,v,v
2024-02-17 15:32:33.300156,5,0.07487910002237186,62,i,i
2024-02-17 15:32:33.388157,5,0.06350679998286068,63,e,e
2024-02-17 15:32:33.492276,5,0.06672750000143424,64,t,r
2024-02-17 15:32:33.835790,5,0.3051642999635078,64,t,t
2024-02-17 15:32:34.031312,5,0.17349279997870326,65,n,n
2024-02-17 15:32:34.134640,5,0.07643469999311492,66,a,a
2024-02-17 15:32:34.219138,5,0.05903489998308942,67,m,m
2024-02-17 15:32:34.295095,5,0.051368500047829,68,space,e
2024-02-17 15:32:34.419200,5,0.09229479997884482,68,space,space
2024-02-17 15:32:34.835269,5,0.39442999998573214,69,g,g
2024-02-17 15:32:34.914474,5,0.0554617999587208,70,u,u
2024-02-17 15:32:35.108436,5,0.1638941999990493,71,i,i
2024-02-17 15:32:35.226927,5,0.10191989998565987,72,n,n
2024-02-17 15:32:35.348907,5,0.09024270001100376,73,e,e
2024-02-17 15:32:35.562572,5,0.18721270002424717,74,a,a
2024-02-17 15:32:35.774926,5,0.1836512999725528,75,space,space
2024-02-17 15:32:36.261956,5,0.4708243999630213,76,h,h
2024-02-17 15:32:36.316265,5,0.024675299995578825,77,a,a
2024-02-17 15:32:36.428850,5,0.0849455000134185,78,i,i
2024-02-17 15:32:36.564766,5,0.10584899998502806,79,t,t
2024-02-17 15:32:36.681682,5,0.09037990000797436,80,i,i
2024-02-17 15:32:37.110849,5,0.40193779999390244,81,space,space
2024-02-17 15:32:37.341299,5,0.21591680002165958,82,m,m
2024-02-17 15:32:37.433317,5,0.07364599994616583,83,o,o
2024-02-17 15:32:37.554442,5,0.09362759999930859,84,z,z
2024-02-17 15:32:37.708538,5,0.13363689999096096,85,a,a
2024-02-17 15:32:37.802940,5,0.0782795999548398,86,m,m
2024-02-17 15:32:38.056239,5,0.23124409996671602,87,b,b
2024-02-17 15:32:38.174086,5,0.09882259997539222,88,i,i
2024-02-17 15:32:38.387223,5,0.19456949998857453,89,q,e
2024-02-17 15:32:38.614432,5,0.20562039996730164,89,q,q
2024-02-17 15:32:38.704391,5,0.06250149995321408,90,u,u
2024-02-17 15:32:38.889152,5,0.16201739996904507,91,e,e
2024-02-17 15:32:39.098040,5,0.18928300001425669,92,space,space
2024-02-17 15:32:39.473126,5,0.34691920003388077,93,f,f
2024-02-17 15:32:39.567551,5,0.07474039995577186,94,i,j
2024-02-17 15:32:39.658594,5,0.06525450001936406,94,i,i
2024-02-17 15:32:39.830371,5,0.13363930000923574,95,j,i
2024-02-17 15:32:40.029241,5,0.17138760001398623,95,j,j
2024-02-17 15:32:40.179460,5,0.11999109998578206,96,i,i
2024-02-17 15:32:40.306580,5,0.09788850002223626,97,space,j
2024-02-17 15:32:40.517662,5,0.1921771999914199,97,space,space
2024-02-17 15:32:40.796268,5,0.25367000000551343,98,a,a
2024-02-17 15:32:40.986320,5,0.17739670001901686,99,l,l
2024-02-17 15:32:41.090031,5,0.08043019997421652,100,g,e
2024-02-17 15:32:41.279834,5,0.1467560000019148,100,g,g
2024-02-17 15:32:41.391857,5,0.08260419999714941,101,e,e
2024-02-17 15:32:41.461425,5,0.05226039997069165,102,r,r
2024-02-17 15:32:41.551353,5,0.056420299981255084,103,i,i
2024-02-17 15:32:41.665631,5,0.0900089000351727,104,a,a
2024-02-17 15:32:41.809328,5,0.11697740003000945,105,space,space
2024-02-17 15:32:42.135901,5,0.31047960004070774,106,p,p
2024-02-17 15:32:42.344340,5,0.18467649997910485,107,a,a
2024-02-17 15:32:42.740716,5,0.3811039000283927,108,l,a
2024-02-17 15:32:42.844866,5,0.08475679997354746,108,l,l
2024-02-17 15:32:42.981714,5,0.10564379999414086,109,a,a
2024-02-17 15:32:43.070587,5,0.06051430001389235,110,u,u
2024-02-17 15:32:43.188151,5,0.09524160000728443,111,space,a
2024-02-17 15:32:43.322200,5,0.11324340000282973,111,space,space
2024-02-17 15:32:43.689343,5,0.34741570003097877,112,a,a
2024-02-17 15:32:43.786514,5,0.07719579996773973,113,n,n
2024-02-17 15:32:43.886597,5,0.07504600001266226,114,g,g
2024-02-17 15:32:44.067781,5,0.15845379995880648,115,o,o
2024-02-17 15:32:44.451556,5,0.35940319998189807,116,l,l
2024-02-17 15:32:44.556245,5,0.08010189997730777,117,a,a
2024-02-17 15:32:44.655809,5,0.07932309998432174,118,space,space
2024-02-17 15:32:44.924977,5,0.24961420003091916,119,g,h
2024-02-17 15:32:44.990995,5,0.04762709996430203,119,g,g
2024-02-17 15:32:45.137990,5,0.10902110004099086,120,h,h
2024-02-17 15:32:45.227016,5,0.06673940003383905,121,a,a
2024-02-17 15:32:45.366993,5,0.1070416999864392,122,n,b
2024-02-17 15:32:45.647433,5,0.2547029000124894,122,n,n
2024-02-17 15:32:45.767046,5,0.09048289997735992,123,a,e
2024-02-17 15:32:45.899022,5,0.10515800002031028,123,a,space
2024-02-17 15:32:46.463994,5,0.5378242000006139,123,a,a
2024-02-17 15:32:46.582068,5,0.08847410004818812,124,space,space
2024-02-17 15:32:46.765376,5,0.1551993999746628,125,c,c
2024-02-17 15:32:47.050989,5,0.2570366999716498,126,u,u
2024-02-17 15:32:47.176967,5,0.1004833999904804,127,b,b
2024-02-17 15:32:47.267211,5,0.0738629000261426,128,a,a
2024-02-17 15:32:47.408251,5,0.11216490005608648,129,space,space
2024-02-17 15:32:47.988259,5,0.5616938000312075,130,s,s
2024-02-17 15:32:48.100552,5,0.08971259999088943,131,u,i
2024-02-17 15:32:48.181871,5,0.05332829995313659,131,u,d
2024-02-17 15:32:48.245100,5,0.031245999969542027,131,u,a
2024-02-17 15:32:48.342253,5,0.0471160999732092,131,u,n
2024-02-17 15:32:48.748570,5,0.3883520999806933,131,u,u
2024-02-17 15:32:49.219464,5,0.44241519999923185,132,d,d
2024-02-17 15:32:49.305580,5,0.06191200000466779,133,a,a
2024-02-17 15:32:49.586263,5,0.2415251000202261,134,n,n
2024-02-17 15:32:49.880032,5,0.2695652999682352,135,space,space
2024-02-17 15:32:50.182171,5,0.28820760000962764,136,n,n
2024-02-17 15:32:50.274019,5,0.06305669998982921,137,e,a
2024-02-17 15:32:50.454963,5,0.14216069999383762,137,e,e
2024-02-17 15:32:50.653063,5,0.17594539996935055,138,p,a
2024-02-17 15:32:51.062603,5,0.10201450000749901,138,p,a
2024-02-17 15:32:51.939490,5,0.8618210999993607,138,p,p
2024-02-17 15:32:52.037296,5,0.07641430001240224,139,a,a
2024-02-17 15:32:52.141037,5,0.07941940001910552,140,l,l
2024-02-17 15:32:52.245398,5,0.08361129998229444,141,space,space
2024-02-17 15:32:52.583559,5,0.323207099980209,142,l,l
2024-02-17 15:32:52.747148,5,0.1367754999664612,143,i,i
2024-02-17 15:32:52.806790,5,0.027669199975207448,144,b,b
2024-02-17 15:32:53.222775,5,0.3757064999663271,145,y,y
2024-02-17 15:32:53.496741,5,0.2526707999641076,146,a,a
2024-02-17 15:32:53.707718,5,0.197267199982889,147,space,space
2024-02-17 15:32:53.879095,5,0.15114699996775016,148,m,m
2024-02-17 15:32:53.964116,5,0.06919500004732981,149,o,o
2024-02-17 15:32:54.070113,5,0.07482929999241605,150,n,n
2024-02-17 15:32:54.124903,5,0.029864300042390823,151,t,t
2024-02-17 15:32:54.180946,5,0.016838799987453967,152,e,e
2024-02-17 15:32:54.382701,5,0.1692932999576442,153,n,n
2024-02-17 15:32:54.604142,5,0.19264030002523214,154,e,g
2024-02-17 15:32:54.725147,5,0.09645210002781823,154,e,e
2024-02-17 15:32:54.961878,5,0.21670560003258288,155,g,g
2024-02-17 15:32:55.190191,5,0.21198379999259487,156,r,r
2024-02-17 15:32:55.283237,5,0.07177410001168028,157,o,o
2024-02-17 15:32:55.457637,5,0.1460924999555573,158,space,space
2024-02-17 15:32:55.842418,5,0.3633859999827109,159,g,g
2024-02-17 15:32:56.057529,5,0.1959099000087008,160,r,r
2024-02-17 15:32:56.130277,5,0.051610000024084,161,e,e
2024-02-17 15:32:56.220872,5,0.056798200006596744,162,n,n
2024-02-17 15:32:56.320341,5,0.07375179999507964,163,a,a
2024-02-17 15:32:56.573345,5,0.22865140001522377,164,d,space
2024-02-17 15:32:56.874204,5,0.2801613000337966,164,d,d
2024-02-17 15:32:56.941909,5,0.046628199983388186,165,a,a
2024-02-17 15:32:57.011024,5,0.02886030002264306,166,space,space
2024-02-17 15:32:57.313410,5,0.26474810001673177,167,h,h
2024-02-17 15:32:57.404245,5,0.07565129996510223,168,o,o
2024-02-17 15:32:57.531143,5,0.10087810002733022,169,n,n
2024-02-17 15:32:57.654970,5,0.09301630000118166,170,d,d
2024-02-17 15:32:57.903725,5,0.22613630001433194,171,u,u
2024-02-17 15:32:57.956314,5,0.027765600010752678,172,r,r
2024-02-17 15:32:58.088678,5,0.09027850005077198,173,a,a
2024-02-17 15:32:58.280513,5,0.16870039998320863,174,s,s
2024-02-17 15:32:58.451250,5,0.15598410001257434,175,space,space
2024-02-17 15:32:58.774010,5,0.2950417000101879,176,u,u
2024-02-17 15:32:58.952322,5,0.15719800000078976,177,a,a
2024-02-17 15:32:59.212239,5,0.23324269999284297,178,e,e
2024-02-17 15:32:59.339472,5,0.11151750001590699,179,space,space
2024-02-17 15:32:59.647364,5,0.285521499987226,180,f,f
2024-02-17 15:32:59.708379,5,0.04631230002269149,181,i,i
2024-02-17 15:32:59.776608,5,0.027819400012958795,182,n,n
2024-02-17 15:32:59.986460,5,0.17194450000533834,183,l,l
2024-02-17 15:33:00.037709,5,0.024218600010499358,184,a,a
2024-02-17 15:33:00.156102,5,0.07384060003096238,185,n,n
2024-02-17 15:33:00.215812,5,0.0364621999906376,186,d,d
2024-02-17 15:33:00.350484,5,0.10224360000574961,187,space,space
2024-02-17 15:33:00.761451,5,0.38257429999066517,188,r,r
2024-02-17 15:33:00.891081,5,0.11248770001111552,189,w,a
2024-02-17 15:33:01.007310,5,0.0950913000269793,189,w,w
2024-02-17 15:33:01.258746,5,0.23008960002334788,190,a,a
2024-02-17 15:33:01.425789,5,0.1466148000326939,191,n,n
